"","cap.diameter","cap.shape","gill.attachment","gill.color","stem.height","stem.width","stem.color","season","class"
"6118",206,"2","1","10",1.41296678396342,579,"11",0.943194553897495,1
"6119",204,"5","1","10",1.34134498236892,689,"11",0.888450287786284,1
"6120",213,"6","1","10",1.26574419179696,541,"11",0.943194553897495,1
"6121",270,"6","1","10",1.19014340122499,746,"11",0.888450287786284,1
"6122",270,"6","1","10",1.3731768941887,687,"11",0.943194553897495,1
"6123",267,"5","1","10",1.31747104850409,622,"11",0.943194553897495,1
"6124",255,"6","1","10",1.30553408157168,678,"11",0.888450287786284,1
"6125",276,"5","1","10",1.24187025793212,629,"11",0.888450287786284,1
"6126",237,"2","1","10",1.3015550925942,602,"11",0.888450287786284,1
"6127",289,"5","1","10",1.0031309192838,689,"11",0.888450287786284,1
"6128",299,"6","1","10",1.11454261065302,823,"11",0.888450287786284,1
"6130",251,"5","1","10",1.46867262964803,607,"11",0.943194553897495,1
"6131",302,"6","1","10",1.14239553349532,738,"11",0.888450287786284,1
"6132",252,"6","1","10",1.28563913668432,721,"11",0.943194553897495,1
"6133",234,"2","1","10",1.34930296032387,642,"11",0.943194553897495,1
"6134",179,"5","1","10",1.31747104850409,701,"11",0.888450287786284,1
"6135",274,"6","1","10",1.05485777599094,753,"11",0.888450287786284,1
"6136",193,"5","1","10",1.32940801543651,691,"11",0.888450287786284,1
"6137",249,"2","1","10",1.28961812566179,613,"11",0.888450287786284,1
"6139",236,"6","1","10",1.4447986957832,622,"11",0.943194553897495,1
"6140",261,"6","1","10",1.24187025793212,699,"11",0.888450287786284,1
"6141",222,"2","1","10",1.35726093827881,655,"11",0.943194553897495,1
"6143",259,"5","1","10",1.29359711463926,726,"11",0.888450287786284,1
"6144",232,"5","1","10",1.22993329099971,786,"11",0.888450287786284,1
"6145",272,"2","1","10",1.21003834611235,675,"11",0.943194553897495,1
"6146",274,"2","1","10",1.38511386112112,584,"11",0.888450287786284,1
"6147",227,"5","1","10",1.3731768941887,650,"11",0.888450287786284,1
"6148",258,"2","1","10",1.34134498236892,694,"11",0.888450287786284,1
"6149",200,"5","1","10",1.49652555249034,554,"11",0.888450287786284,1
"6150",299,"2","1","10",1.09066867678818,758,"11",0.888450287786284,1
"6151",275,"6","1","10",1.32940801543651,637,"11",0.888450287786284,1
"6152",202,"5","1","10",1.35726093827881,649,"11",0.943194553897495,1
"6155",271,"6","1","10",1.16229047838268,691,"11",0.943194553897495,1
"6156",171,"6","1","10",1.34134498236892,590,"11",0.888450287786284,1
"6157",264,"2","1","10",1.14637452247279,671,"11",0.888450287786284,1
"6158",211,"5","1","10",1.21401733508982,721,"11",0.888450287786284,1
"6159",269,"2","1","10",1.07873170985577,770,"11",0.943194553897495,1
"6160",286,"2","1","10",0.999151930306327,851,"11",0.888450287786284,1
"6161",240,"6","1","10",1.43684071782825,623,"11",0.943194553897495,1
"6162",297,"5","1","10",1.25778621384201,814,"11",0.943194553897495,1
"6163",268,"6","1","10",1.24982823588707,734,"11",0.888450287786284,1
"6164",291,"5","1","10",1.38113487214365,751,"11",0.943194553897495,1
"6165",242,"2","1","10",1.14637452247279,687,"11",0.943194553897495,1
"6166",263,"2","1","10",1.15433250042774,917,"11",0.943194553897495,1
"6167",273,"5","1","10",1.21003834611235,631,"11",0.943194553897495,1
"6168",243,"6","1","10",1.14637452247279,686,"11",0.888450287786284,1
"6169",254,"2","1","10",1.24982823588707,769,"11",0.943194553897495,1
"6170",234,"2","1","10",1.19810137917993,715,"11",0.888450287786284,1
"6171",278,"6","1","10",1.35726093827881,536,"11",0.888450287786284,1
"6173",252,"5","1","10",1.17024845633763,772,"11",0.888450287786284,1
"6174",250,"5","1","10",1.15433250042774,729,"11",0.943194553897495,1
"6175",274,"6","1","10",1.24187025793212,732,"11",0.888450287786284,1
"6176",224,"2","1","10",1.50846251942275,529,"11",0.943194553897495,1
"6177",245,"6","1","10",1.33338700441398,702,"11",0.943194553897495,1
"6178",234,"6","1","10",1.26574419179696,589,"11",0.888450287786284,1
"6179",205,"2","1","10",1.30553408157168,841,"11",0.888450287786284,1
"6180",258,"5","1","10",1.31747104850409,712,"11",0.943194553897495,1
"6181",296,"2","1","10",1.14637452247279,675,"11",0.888450287786284,1
"6182",203,"5","1","10",1.2458492469096,671,"11",0.943194553897495,1
"6184",239,"5","1","10",1.43286172885078,661,"11",0.943194553897495,1
"6185",242,"2","1","10",1.36919790521123,646,"11",0.888450287786284,1
"6186",222,"2","1","10",1.50050454146781,496,"11",0.943194553897495,1
"6187",200,"6","1","10",1.43286172885078,529,"11",0.943194553897495,1
"6189",274,"5","1","10",0.963341029509078,809,"11",0.943194553897495,1
"6190",215,"2","1","10",1.30951307054915,669,"11",0.943194553897495,1
"6193",189,"2","1","10",1.18616441224751,804,"11",0.888450287786284,1
"6194",215,"5","1","10",1.14637452247279,721,"11",0.943194553897495,1
"6195",201,"5","1","10",1.62783218874691,529,"11",0.943194553897495,1
"6199",259,"6","1","10",1.38113487214365,768,"11",0.943194553897495,1
"6201",288,"5","1","10",1.25380722486454,688,"11",0.943194553897495,1
"6202",206,"6","1","10",1.42490375089584,541,"11",0.888450287786284,1
"6203",273,"5","1","10",1.25778621384201,651,"11",0.943194553897495,1
"6204",244,"2","1","10",1.3453239713464,636,"11",0.943194553897495,1
"6206",275,"5","1","10",1.18616441224751,767,"11",0.943194553897495,1
"6207",312,"5","1","10",1.31747104850409,655,"11",0.888450287786284,1
"6208",241,"5","1","10",1.2458492469096,661,"11",0.888450287786284,1
"6209",229,"2","1","10",1.59202128794967,625,"11",0.888450287786284,1
"6210",262,"2","1","10",1.19810137917993,750,"11",0.888450287786284,1
"6211",299,"2","1","10",1.1026056437206,645,"11",0.943194553897495,1
"6212",252,"6","1","10",1.39307183907606,633,"11",0.943194553897495,1
"6213",267,"2","1","10",1.26574419179696,728,"11",0.943194553897495,1
"6214",235,"5","1","10",1.31349205952662,757,"11",0.888450287786284,1
"6216",254,"5","1","10",1.28166014770684,599,"11",0.888450287786284,1
"6217",225,"2","1","10",1.33338700441398,662,"11",0.888450287786284,1
"6218",297,"5","1","10",1.14637452247279,685,"11",0.943194553897495,1
"6220",247,"6","1","10",1.42092476191837,515,"11",0.943194553897495,1
"6221",249,"6","1","10",1.32940801543651,732,"11",0.943194553897495,1
"6223",242,"6","1","10",1.17820643429257,758,"11",0.888450287786284,1
"6224",232,"5","1","10",1.28166014770684,722,"11",0.943194553897495,1
"6225",255,"6","1","10",1.38113487214365,637,"11",0.943194553897495,1
"6227",255,"2","1","10",1.02302586417116,778,"11",0.943194553897495,1
"6230",255,"2","1","10",1.11056362167554,816,"11",0.943194553897495,1
"6232",204,"2","1","10",1.49254656351286,452,"11",0.943194553897495,1
"6233",254,"5","1","10",1.44081970680573,558,"11",0.888450287786284,1
"6234",259,"5","1","10",1.38113487214365,649,"11",0.888450287786284,1
"6235",196,"5","1","10",1.54825240919747,572,"11",0.888450287786284,1
"6236",276,"6","1","10",1.30553408157168,707,"11",0.888450287786284,1
"6237",258,"5","1","10",1.10658463269807,742,"11",0.888450287786284,1
"6238",228,"2","1","10",1.38113487214365,623,"11",0.943194553897495,1
"6239",238,"6","1","10",1.28961812566179,694,"11",0.943194553897495,1
"6240",264,"6","1","10",1.13443755554038,755,"11",0.888450287786284,1
"6241",313,"5","1","10",1.30553408157168,632,"11",0.888450287786284,1
"6243",222,"6","1","10",1.19810137917993,575,"11",0.943194553897495,1
"6244",286,"2","1","10",1.05485777599094,881,"11",0.888450287786284,1
"6245",248,"6","1","10",1.15433250042774,724,"11",0.888450287786284,1
"6246",252,"5","1","10",1.1742274453151,730,"11",0.888450287786284,1
"6247",253,"5","1","10",1.31747104850409,651,"11",0.943194553897495,1
"6248",247,"2","1","10",1.22993329099971,658,"11",0.943194553897495,1
"6249",280,"6","1","10",1.42888273987331,614,"11",0.888450287786284,1
"6250",271,"2","1","10",1.3453239713464,658,"11",0.888450287786284,1
"6251",322,"2","1","10",0.995172941328854,850,"11",0.888450287786284,1
"6252",249,"5","1","10",1.05087878701346,802,"11",0.943194553897495,1
"6254",190,"6","1","10",1.26972318077443,558,"11",0.943194553897495,1
"6255",277,"2","1","10",1.1304585665629,761,"11",0.943194553897495,1
"6256",261,"5","1","10",1.24982823588707,671,"11",0.888450287786284,1
"6257",216,"6","1","10",1.29359711463926,697,"11",0.888450287786284,1
"6258",259,"6","1","10",1.53233645328758,626,"11",0.888450287786284,1
"6259",236,"2","1","10",1.04689979803599,784,"11",0.888450287786284,1
"6260",260,"5","1","10",1.27768115872937,683,"11",0.943194553897495,1
"6262",220,"2","1","10",1.26972318077443,555,"11",0.888450287786284,1
"6263",236,"5","1","10",1.3453239713464,645,"11",0.888450287786284,1
"6264",227,"6","1","10",0.98721496337391,794,"11",0.943194553897495,1
"6265",220,"5","1","10",1.30553408157168,658,"11",0.888450287786284,1
"6268",290,"2","1","10",1.11056362167554,756,"11",0.888450287786284,1
"6269",215,"6","1","10",1.22197531304476,599,"11",0.888450287786284,1
"6270",292,"6","1","10",1.06679474292335,824,"11",0.943194553897495,1
"6271",288,"2","1","10",1.22197531304476,753,"11",0.943194553897495,1
"6272",235,"6","1","10",1.2737021697519,777,"11",0.888450287786284,1
"6273",270,"2","1","10",1.15035351145027,603,"11",0.943194553897495,1
"6274",241,"6","1","10",1.18616441224751,720,"11",0.888450287786284,1
"6275",301,"6","1","10",1.13841654451785,793,"11",0.943194553897495,1
"6276",224,"5","1","10",1.22197531304476,783,"11",0.888450287786284,1
"6277",221,"2","1","10",1.32542902645904,709,"11",0.888450287786284,1
"6278",228,"6","1","10",1.30951307054915,713,"11",0.943194553897495,1
"6280",291,"6","1","10",1.06281575394588,749,"11",0.888450287786284,1
"6281",257,"5","1","10",1.40102981703101,678,"11",0.943194553897495,1
"6282",234,"6","1","10",1.36123992725629,623,"11",0.943194553897495,1
"6283",260,"6","1","10",1.26574419179696,591,"11",0.943194553897495,1
"6284",267,"6","1","10",1.50448353044528,578,"11",0.943194553897495,1
"6285",247,"6","1","10",1.2737021697519,696,"11",0.943194553897495,1
"6286",198,"5","1","10",1.38909285009859,725,"11",0.888450287786284,1
"6287",322,"2","1","10",1.26176520281948,585,"11",0.888450287786284,1
"6288",253,"5","1","10",1.2737021697519,708,"11",0.888450287786284,1
"6289",223,"2","1","10",1.44081970680573,651,"11",0.943194553897495,1
"6290",289,"6","1","10",1.14637452247279,786,"11",0.943194553897495,1
"6291",269,"5","1","10",1.38113487214365,601,"11",0.943194553897495,1
"6293",198,"2","1","10",1.35328194930134,647,"11",0.888450287786284,1
"6294",257,"6","1","10",1.34134498236892,689,"11",0.943194553897495,1
"6295",317,"6","1","10",0.999151930306327,829,"11",0.888450287786284,1
"6296",299,"2","1","10",1.35726093827881,630,"11",0.888450287786284,1
"6298",243,"6","1","10",1.39705082805353,668,"11",0.888450287786284,1
"6300",209,"5","1","10",1.43684071782825,609,"11",0.943194553897495,1
"6301",286,"2","1","10",1.15035351145027,804,"11",0.888450287786284,1
"6302",193,"2","1","10",1.28166014770684,704,"11",0.943194553897495,1
"6303",296,"6","1","10",0.94742507359919,853,"11",0.888450287786284,1
"6304",247,"6","1","10",1.08271069883324,788,"11",0.943194553897495,1
"6306",301,"2","1","10",1.2458492469096,669,"11",0.888450287786284,1
"6307",269,"2","1","10",1.14637452247279,684,"11",0.888450287786284,1
"6308",218,"2","1","10",1.33736599339145,667,"11",0.888450287786284,1
"6311",242,"2","1","10",1.41296678396342,585,"11",0.888450287786284,1
"6312",207,"5","1","10",1.20605935713487,735,"11",0.888450287786284,1
"6313",259,"2","1","10",1.36521891623376,619,"11",0.888450287786284,1
"6314",230,"2","1","10",1.20605935713487,783,"11",0.943194553897495,1
"6315",263,"2","1","10",1.43684071782825,647,"11",0.943194553897495,1
"6317",234,"5","1","10",1.15433250042774,677,"11",0.943194553897495,1
"6320",239,"5","1","10",1.21401733508982,769,"11",0.888450287786284,1
"6321",214,"6","1","10",1.34930296032387,654,"11",0.943194553897495,1
"6322",213,"6","1","10",1.1742274453151,724,"11",0.888450287786284,1
"6324",216,"2","1","10",1.2458492469096,767,"11",0.888450287786284,1
"6326",262,"2","1","10",1.19412239020246,628,"11",0.943194553897495,1
"6327",179,"2","1","10",1.45275667373814,531,"11",0.888450287786284,1
"6328",286,"2","1","10",1.10658463269807,786,"11",0.888450287786284,1
"6330",273,"6","1","10",1.34930296032387,564,"11",0.943194553897495,1
"6331",289,"5","1","10",1.02302586417116,884,"11",0.888450287786284,1
"6332",197,"2","1","10",1.41296678396342,646,"11",0.888450287786284,1
"6333",218,"6","1","10",1.3731768941887,652,"11",0.888450287786284,1
"6334",242,"6","1","10",1.31747104850409,690,"11",0.888450287786284,1
"6335",193,"2","1","10",1.34930296032387,590,"11",0.943194553897495,1
"6336",269,"2","1","10",1.24982823588707,756,"11",0.888450287786284,1
"6337",226,"5","1","10",1.35726093827881,575,"11",0.943194553897495,1
"6338",286,"5","1","10",1.1304585665629,817,"11",0.888450287786284,1
"6339",186,"2","1","10",1.38909285009859,636,"11",0.888450287786284,1
"6340",217,"2","1","10",1.31349205952662,653,"11",0.943194553897495,1
"6341",291,"6","1","10",1.22993329099971,771,"11",0.943194553897495,1
"6342",243,"2","1","10",1.36123992725629,605,"11",0.943194553897495,1
"6343",209,"6","1","10",1.28961812566179,627,"11",0.943194553897495,1
"6344",295,"2","1","10",1.26176520281948,804,"11",0.888450287786284,1
"6345",255,"2","1","10",1.31747104850409,733,"11",0.943194553897495,1
"6346",275,"2","1","10",1.45275667373814,720,"11",0.888450287786284,1
"6348",202,"5","1","10",1.32145003748156,573,"11",0.888450287786284,1
"6351",312,"5","1","10",1.01506788621621,791,"11",0.943194553897495,1
"6352",308,"5","1","10",1.00710990826127,763,"11",0.888450287786284,1
"6353",280,"2","1","10",1.26972318077443,681,"11",0.888450287786284,1
"6354",218,"6","1","10",1.1304585665629,815,"11",0.943194553897495,1
"6355",257,"2","1","10",1.42888273987331,642,"11",0.943194553897495,1
"6356",251,"5","1","10",1.1742274453151,746,"11",0.943194553897495,1
"6358",265,"6","1","10",1.27768115872937,702,"11",0.888450287786284,1
"6359",216,"5","1","10",1.42092476191837,561,"11",0.943194553897495,1
"6360",204,"2","1","10",1.32145003748156,687,"11",0.943194553897495,1
"6362",211,"2","1","10",1.34134498236892,685,"11",0.888450287786284,1
"6363",210,"5","1","10",1.40500880600848,601,"11",0.943194553897495,1
"6364",271,"6","1","10",1.2458492469096,805,"11",0.888450287786284,1
"6369",378,"2","6","1",0.000425696960835969,430,"12",0.943194553897495,1
"6370",446,"2","6","1",0.0163416528707243,506,"6",0.888450287786284,1
"6371",353,"2","6","1",0.33466077106849,439,"6",0.888450287786284,1
"6372",447,"2","6","5",0.0203206418481963,453,"12",0.888450287786284,1
"6373",385,"2","6","5",0.688790790063505,401,"6",0.888450287786284,1
"6374",388,"2","6","5",0.051301159746301,430,"12",0.888450287786284,1
"6375",406,"2","6","5",0.318744815158602,432,"6",0.943194553897495,1
"6376",352,"2","6","5",0.286912903338825,427,"12",0.943194553897495,1
"6377",401,"2","6","1",0.195396156856968,427,"12",0.943194553897495,1
"6378",390,"2","6","1",0.386387627775627,458,"6",0.888450287786284,1
"6379",385,"2","6","1",0.354555715955851,384,"12",0.943194553897495,1
"6380",371,"2","6","1",0.0242996308256684,445,"12",0.888450287786284,1
"6381",364,"2","6","1",0.290891892316297,454,"6",0.888450287786284,1
"6382",376,"2","6","11",0.191417167879496,410,"12",0.888450287786284,1
"6383",410,"2","6","5",0.00753228099410818,431,"6",0.888450287786284,1
"6386",319,"2","6","1",0.290891892316297,407,"12",0.888450287786284,1
"6387",337,"2","6","11",0.056131542645445,427,"12",0.888450287786284,1
"6388",297,"2","6","1",0.780307536545362,358,"12",0.888450287786284,1
"6389",371,"2","6","11",0.142817906228159,471,"12",0.943194553897495,1
"6390",346,"2","6","1",0.0751750936111334,456,"12",0.888450287786284,1
"6391",384,"2","6","1",0.194544762935296,426,"12",0.943194553897495,1
"6393",393,"2","6","11",0.2223976857776,447,"12",0.888450287786284,1
"6394",420,"2","6","5",0.0672171156561893,473,"12",0.888450287786284,1
"6395",472,"2","6","5",0.118943972363326,421,"12",0.943194553897495,1
"6396",407,"2","6","11",0.231207057654216,454,"12",0.943194553897495,1
"6399",395,"2","6","11",0.322723804136074,413,"12",0.888450287786284,1
"6400",322,"2","6","11",0.434135495505292,392,"6",0.943194553897495,1
"6401",384,"2","6","1",0.00355329201663611,464,"12",0.943194553897495,1
"6402",483,"2","6","11",0.0871120605435497,492,"12",0.943194553897495,1
"6403",402,"2","6","1",0.0353852038364127,445,"12",0.888450287786284,1
"6404",441,"2","6","1",0.0601105316229171,417,"12",0.888450287786284,1
"6405",445,"2","6","5",0.353704322034179,477,"12",0.888450287786284,1
"6407",382,"2","6","11",0.354555715955851,398,"6",0.888450287786284,1
"6408",355,"2","6","1",0.12377435526247,457,"12",0.888450287786284,1
"6410",335,"2","6","11",0.31476582618113,448,"6",0.943194553897495,1
"6411",418,"2","6","5",0.231207057654216,434,"6",0.888450287786284,1
"6412",447,"2","6","11",0.325851399191874,492,"12",0.943194553897495,1
"6414",411,"2","6","1",0.215291101744328,436,"6",0.943194553897495,1
"6416",492,"2","6","1",0.254229597597377,478,"12",0.943194553897495,1
"6418",389,"2","6","5",0.110985994408382,420,"12",0.888450287786284,1
"6419",450,"2","6","1",0.0163416528707243,427,"12",0.888450287786284,1
"6420",395,"2","6","5",0.246271619642433,519,"12",0.888450287786284,1
"6421",377,"2","6","5",0.154754873160575,456,"12",0.888450287786284,1
"6422",465,"2","6","11",0.182607796002879,460,"12",0.943194553897495,1
"6425",347,"2","6","5",0.0839844654877495,446,"6",0.888450287786284,1
"6426",421,"2","6","1",0.270996947428937,453,"12",0.943194553897495,1
"6427",416,"2","6","11",0.203354134811912,389,"12",0.943194553897495,1
"6430",437,"2","6","5",0.0194692479265244,430,"12",0.888450287786284,1
"6431",396,"2","6","11",0.230355663732544,449,"6",0.888450287786284,1
"6433",370,"2","6","11",0.0720474985553333,428,"12",0.888450287786284,1
"6434",402,"2","6","11",0.345746344079234,473,"6",0.943194553897495,1
"6435",413,"2","6","5",0.33466077106849,442,"6",0.888450287786284,1
"6439",405,"2","6","11",0.33466077106849,401,"6",0.943194553897495,1
"6440",492,"2","6","1",0.33778836612429,482,"12",0.888450287786284,1
"6441",335,"2","6","1",0.0720474985553333,427,"6",0.943194553897495,1
"6442",385,"2","6","11",0.390366616753099,435,"12",0.943194553897495,1
"6443",500,"2","6","5",0.0711961046336614,469,"6",0.943194553897495,1
"6444",495,"2","6","11",0.0919424434426937,455,"12",0.888450287786284,1
"6447",526,"2","6","5",0.568569726817671,580,"6",0.943194553897495,1
"6448",413,"2","6","1",0.0791540825886055,464,"6",0.943194553897495,1
"6449",381,"2","6","11",0.290040498394625,445,"6",0.888450287786284,1
"6450",433,"2","6","1",0.051301159746301,462,"6",0.888450287786284,1
"6451",353,"2","6","5",0.286912903338825,410,"12",0.888450287786284,1
"6452",464,"2","6","5",0.110985994408382,465,"6",0.943194553897495,1
"6453",375,"2","6","5",0.2192700907218,463,"6",0.888450287786284,1
"6454",465,"2","6","1",0.00440468593830804,486,"12",0.943194553897495,1
"6455",343,"2","6","1",0.115816377307526,463,"6",0.943194553897495,1
"6456",483,"2","6","5",0.29799847634957,495,"6",0.943194553897495,1
"6457",490,"2","6","5",0.191417167879496,435,"12",0.943194553897495,1
"6458",510,"2","6","11",0.0791540825886055,427,"6",0.943194553897495,1
"6459",391,"2","6","11",0.306807848226186,410,"6",0.943194553897495,1
"6460",414,"2","6","11",0.0163416528707243,449,"6",0.888450287786284,1
"6461",406,"2","6","11",0.10387941037511,430,"6",0.943194553897495,1
"6462",456,"2","6","1",0.183459189924551,408,"6",0.943194553897495,1
"6463",414,"2","6","5",0.215291101744328,420,"6",0.943194553897495,1
"6464",372,"2","6","11",0.62114797744648,386,"12",0.888450287786284,1
"6465",346,"2","6","11",0.278954925383881,401,"12",0.888450287786284,1
"6466",428,"2","6","1",0.211312112766856,459,"6",0.888450287786284,1
"6467",389,"2","6","1",0.0274272258814686,471,"6",0.888450287786284,1
"6468",358,"2","6","11",0.2192700907218,425,"12",0.888450287786284,1
"6469",461,"2","6","1",0.263038969473993,432,"6",0.888450287786284,1
"6470",459,"2","6","1",0.0871120605435497,449,"12",0.888450287786284,1
"6472",394,"2","6","11",0.214439707822656,473,"6",0.943194553897495,1
"6473",470,"2","6","5",0.12690195031827,483,"12",0.888450287786284,1
"6474",449,"2","6","11",0.41338915669626,463,"6",0.888450287786284,1
"6475",416,"2","6","5",0.0760264875328054,479,"6",0.888450287786284,1
"6477",426,"2","6","1",0.0362365977580846,450,"6",0.888450287786284,1
"6478",356,"2","6","5",0.230355663732544,485,"6",0.888450287786284,1
"6479",272,"2","6","11",0.223249079699272,434,"6",0.888450287786284,1
"6480",365,"2","6","11",0.0154902589490523,428,"6",0.943194553897495,1
"6481",400,"2","6","5",0.346597738000906,427,"12",0.888450287786284,1
"6482",432,"2","6","1",0.0552801487237731,421,"12",0.888450287786284,1
"6483",387,"2","6","11",0.23916503560916,447,"12",0.888450287786284,1
"6484",485,"2","6","5",0.636212539434696,514,"6",0.888450287786284,1
"6485",413,"2","6","11",0.290040498394625,451,"6",0.943194553897495,1
"6486",405,"2","6","1",0.179480200947079,434,"6",0.888450287786284,1
"6487",415,"2","6","5",0.131732333217414,446,"12",0.943194553897495,1
"6488",401,"2","6","1",0.10700700543091,431,"6",0.888450287786284,1
"6489",452,"2","6","5",0.154754873160575,492,"12",0.943194553897495,1
"6491",403,"2","6","1",0.175501211969607,460,"6",0.943194553897495,1
"6493",406,"2","6","5",0.294019487372097,464,"6",0.888450287786284,1
"6494",423,"2","6","1",0.0234482369039965,437,"6",0.943194553897495,1
"6495",476,"2","6","1",0.215291101744328,360,"12",0.943194553897495,1
"6497",426,"2","6","1",0.0632381266787172,438,"12",0.888450287786284,1
"6499",323,"2","6","5",0.553505164829454,443,"6",0.888450287786284,1
"6501",325,"2","6","5",0.473925385280013,421,"6",0.943194553897495,1
"6502",438,"2","6","11",0.166691840092991,485,"6",0.888450287786284,1
"6503",446,"2","6","5",0.0123626638932522,408,"12",0.943194553897495,1
"6504",436,"2","6","5",0.178628807025407,498,"12",0.943194553897495,1
"6506",401,"2","6","11",0.138838917250687,447,"12",0.943194553897495,1
"6507",419,"2","6","5",0.150775884183103,455,"6",0.888450287786284,1
"6508",377,"2","6","1",0.139690311172359,392,"6",0.888450287786284,1
"6509",375,"2","6","11",0.385536233853955,485,"12",0.943194553897495,1
"6510",442,"2","6","11",0.445221068516036,502,"6",0.888450287786284,1
"6511",355,"2","6","1",0.211312112766856,414,"6",0.888450287786284,1
"6512",430,"2","6","1",0.146796895205631,491,"12",0.943194553897495,1
"6513",460,"2","6","5",0.0680685095778612,504,"12",0.888450287786284,1
"6514",361,"2","6","1",0.122922961340798,475,"6",0.888450287786284,1
"6515",446,"2","6","5",0.373599266921539,488,"12",0.943194553897495,1
"6516",439,"2","6","1",0.111837388330054,458,"12",0.943194553897495,1
"6517",445,"2","6","11",0.437263090561092,508,"6",0.943194553897495,1
"6518",486,"2","6","1",0.259059980496521,476,"6",0.943194553897495,1
"6520",384,"2","6","5",0.378429649820683,420,"6",0.888450287786284,1
"6521",382,"2","6","1",0.182607796002879,489,"6",0.888450287786284,1
"6522",344,"2","6","11",0.230355663732544,411,"12",0.943194553897495,1
"6523",349,"2","6","1",0.259059980496521,433,"6",0.943194553897495,1
"6524",462,"2","6","1",0.270145553507265,465,"6",0.943194553897495,1
"6525",336,"2","6","11",0.557484153806926,458,"6",0.888450287786284,1
"6526",385,"2","6","1",0.00838367491578012,438,"12",0.888450287786284,1
"6528",357,"2","6","11",0.0760264875328054,474,"12",0.888450287786284,1
"6529",442,"2","6","11",0.142817906228159,466,"6",0.943194553897495,1
"6530",407,"2","6","11",0.0640895206003892,478,"6",0.943194553897495,1
"6531",391,"2","6","1",0.203354134811912,390,"12",0.943194553897495,1
"6532",428,"2","6","5",0.142817906228159,421,"12",0.943194553897495,1
"6534",407,"2","6","5",0.111837388330054,427,"6",0.943194553897495,1
"6535",402,"2","6","11",0.211312112766856,463,"6",0.943194553897495,1
"6538",336,"2","6","5",0.187438178902023,429,"6",0.888450287786284,1
"6539",458,"2","6","5",0.00355329201663611,471,"12",0.943194553897495,1
"6540",358,"2","6","11",0.12690195031827,412,"12",0.888450287786284,1
"6541",417,"2","6","11",0.274975936406409,430,"6",0.943194553897495,1
"6542",404,"2","6","11",0.561463142784398,388,"6",0.888450287786284,1
"6543",340,"2","6","1",0.235186046631688,422,"6",0.943194553897495,1
"6544",487,"2","6","11",0.0672171156561893,513,"6",0.888450287786284,1
"6545",338,"2","6","5",0.298849870271241,459,"6",0.943194553897495,1
"6546",419,"2","6","1",0.0672171156561893,422,"12",0.888450287786284,1
"6547",350,"2","6","1",0.143669300149831,458,"6",0.888450287786284,1
"6548",342,"2","6","11",0.142817906228159,477,"12",0.943194553897495,1
"6549",394,"2","6","11",0.0402155867355567,441,"6",0.888450287786284,1
"6550",423,"2","6","5",0.0274272258814686,441,"12",0.888450287786284,1
"6551",350,"2","6","11",0.0481735646905009,430,"12",0.888450287786284,1
"6552",333,"2","6","5",0.290891892316297,438,"12",0.888450287786284,1
"6553",343,"2","6","11",0.0990490274759659,468,"12",0.888450287786284,1
"6555",409,"2","6","1",0.346597738000906,437,"12",0.888450287786284,1
"6556",395,"2","6","5",0.198523751912768,482,"12",0.943194553897495,1
"6557",456,"2","6","11",0.0123626638932522,454,"12",0.943194553897495,1
"6558",414,"2","6","5",0.0234482369039965,447,"12",0.943194553897495,1
"6559",417,"2","6","1",0.255080991519049,429,"12",0.888450287786284,1
"6560",373,"2","6","1",0.191417167879496,487,"12",0.943194553897495,1
"6562",392,"2","6","11",0.127753344239942,422,"6",0.943194553897495,1
"6563",418,"2","6","1",0.159585256059719,462,"12",0.943194553897495,1
"6564",348,"2","6","5",0.0274272258814686,495,"12",0.943194553897495,1
"6568",412,"2","6","11",0.210460718845184,427,"12",0.943194553897495,1
"6569",475,"2","6","11",0.134859928273215,534,"6",0.943194553897495,1
"6570",414,"2","6","11",0.056131542645445,442,"12",0.888450287786284,1
"6571",309,"2","6","5",0.804181470410195,349,"6",0.888450287786284,1
"6572",356,"2","6","1",0.267017958451465,420,"6",0.888450287786284,1
"6573",418,"2","6","1",0.0433431817913568,483,"6",0.943194553897495,1
"6574",400,"2","6","1",0.266166564529793,493,"12",0.943194553897495,1
"6575",368,"2","6","1",0.0322576087806126,447,"12",0.888450287786284,1
"6576",378,"2","6","1",0.325851399191874,436,"6",0.943194553897495,1
"6577",438,"2","6","11",0.147648289127303,460,"6",0.943194553897495,1
"6578",439,"2","6","1",0.298849870271241,419,"6",0.943194553897495,1
"6579",378,"2","6","5",0.366492682888267,411,"6",0.888450287786284,1
"6580",365,"2","6","1",0.246271619642433,478,"6",0.888450287786284,1
"6581",446,"2","6","5",0.110985994408382,487,"12",0.888450287786284,1
"6582",325,"2","6","1",0.103028016453438,460,"6",0.943194553897495,1
"6583",320,"2","6","11",0.142817906228159,460,"6",0.943194553897495,1
"6584",352,"2","6","11",0.0760264875328054,445,"12",0.943194553897495,1
"6585",316,"2","6","5",0.310786837203658,386,"6",0.888450287786284,1
"6586",480,"2","6","5",0.0521525536679729,479,"12",0.943194553897495,1
"6587",413,"2","6","1",0.139690311172359,445,"12",0.943194553897495,1
"6588",376,"2","6","5",0.267017958451465,472,"6",0.943194553897495,1
"6590",379,"2","6","5",0.00838367491578012,451,"6",0.888450287786284,1
"6592",400,"2","6","1",0.322723804136074,414,"6",0.943194553897495,1
